Provider ID,Hospital Name,Summary star rating,ZIP Code,City,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI,PSI_11_POST_RESP,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,PSI_4_SURG_COMP,PSI_14_POSTOP_DEHIS,PSI_6_IAT_PTX,MORT_30_STK,PSI_8_POST_HIP,PSI_13_POST_SEPSIS,PSI_15_ACC_LAC,PSI_90_SAFETY,MORT_30_HF,PSI_3_ULCER,COMP_HIP_KNEE,MORT_30_PN,MORT_30_COPD,PSI_9_POST_HEM,HAI_2_SIR,HAI_6_SIR,HAI_3_SIR,HAI_5_SIR,HAI_4_SIR,HAI_1_SIR,READM_30_PN,READM_30_HF,EDAC_30_HF,READM_30_STK,READM_30_AMI,READM_30_COPD,READM_30_CABG,EDAC_30_AMI,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,MSPB_1,OP_10,OP_13,OP_11,OP_14,OP_8,OP_9,OP_25,OP_17,OP_12,SM_SS_CHECK,SM_PART_GEN_SURG,SM_PART_NURSE,ACS_REGISTRY,OP_4,OP_22,OP_5,OP_21,OP_20
190046,TOURO INFIRMARY,3,70115,NEW ORLEANS,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,12.6,12.4,5.65,2.5,1.06,129.5,2.78,0.34,11.0,0.1,5.38,0.83,1.1,10.8,0.62,2.3,12.9,7.1,4.37,0.9520000000000001,1.195,0.0,0.4,0.6709999999999999,1.348,16.8,21.9,16.9,13.5,15.2,19.6,13.5,-40.7,14.2,4.7,1.01,24.9,7.5,0.0,1.6,44.2,8.4,Yes,Yes,Yes,Y,N,N,,,0.0,,24.0,8.0
190050,BEAUREGARD MEMORIAL HOSPITAL,4,70634,DERIDDER,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Above the national average,,Same as the national average,Same as the national average,Same as the national average,Below the national average,13.2,,4.05,,,,2.23,0.49,13.1,0.1,,0.87,0.96,8.9,0.19,,15.8,6.3,4.62,,0.341,,,,,18.0,21.5,-26.3,11.8,16.1,19.2,,-45.8,15.9,,1.04,21.2,,14.6,,,5.9,Yes,Yes,Yes,Y,N,N,,94.0,4.0,21.0,76.0,36.0
190053,JENNINGS AMERICAN LEGION HOSPITAL,4,70546,JENNINGS,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,,15.56,3.7,,1.1,,2.2,0.37,13.7,0.1,6.31,0.87,1.06,14.3,0.18,2.4,17.7,6.7,4.91,1.9340000000000002,0.7170000000000001,,,,,19.8,21.8,-7.0,12.0,,19.3,,,15.6,4.0,1.05,36.5,1.1,52.6,1.1,54.9,5.3,Yes,Yes,Yes,Y,N,N,,97.0,3.0,2.0,36.0,16.0
190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,3,70562,NEW IBERIA,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,14.2,14.63,3.3,,1.3,,2.78,0.36,14.4,0.1,5.55,0.85,1.0,15.1,0.15,2.6,17.7,10.2,4.88,1.288,0.6559999999999999,0.534,,,1.56,15.9,22.8,11.3,11.3,15.7,19.0,,-16.5,15.3,4.1,1.16,40.3,6.6,0.0,1.5,,9.6,No,Yes,Yes,N,N,N,,,6.0,,52.0,20.0
190060,LAKE CHARLES MEMORIAL HOSPITAL,3,70601,LAKE CHARLES,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,12.9,11.32,2.57,5.0,0.99,144.46,2.7,0.32,14.8,0.13,5.2,0.84,0.9,11.4,0.31,3.8,16.8,10.1,6.56,0.932,0.9259999999999999,0.0,0.259,0.0,1.475,17.1,20.1,-11.7,12.0,15.4,18.0,14.9,-3.6,14.7,5.4,1.02,23.1,3.4,1.5,1.2,,4.3,Yes,Yes,Yes,Y,N,N,,,1.0,,72.0,34.0
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,3,70808,BATON ROUGE,LA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,14.9,16.47,2.23,3.0,0.73,160.57,1.9,0.39,14.9,0.09,8.44,0.75,1.28,13.9,1.04,2.6,16.8,8.4,6.1,0.39899999999999997,0.74,1.0170000000000001,0.919,,0.882,17.0,20.0,2.9,12.1,15.1,16.7,13.8,-13.4,14.7,4.3,1.0,8.5,5.8,3.3,2.4,36.5,5.9,Yes,Yes,Yes,Y,N,Y,,80.0,1.0,15.0,65.0,26.0
190065,BATON ROUGE GENERAL MEDICAL CENTER,4,70806,BATON ROUGE,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average,16.5,18.93,3.76,4.1,1.28,143.25,3.16,0.49,14.5,0.1,6.58,0.79,1.17,12.3,0.07,3.1,18.2,8.1,4.98,0.6859999999999999,0.6659999999999999,1.138,2.059,,0.631,17.9,22.1,3.8,12.5,16.2,19.5,11.5,-12.6,15.4,5.3,0.99,28.2,,9.0,1.6,37.5,8.5,Yes,Yes,Yes,Y,Y,N,,,1.0,,76.0,20.0
190079,ST CHARLES PARISH HOSPITAL,4,70070,LULING,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,,Same as the national average,Same as the national average,Same as the national average,,,,4.97,,,,,0.39,,0.1,,,1.01,11.3,0.23,,15.7,,4.72,,1.7069999999999999,,,,,17.2,23.5,24.6,,,,,,15.2,,0.96,12.8,,,,,7.6,Yes,Yes,Yes,Y,N,N,,88.0,1.0,9.0,36.0,11.0
190081,WEST CARROLL MEMORIAL HOSPITAL,3,71263,OAK GROVE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Below the national average,Same as the national average,,,,,,,,,0.39,,0.1,,,0.99,12.0,0.23,,13.0,8.1,,,3.735,,,,,16.3,22.5,10.2,,,19.1,,,15.1,,0.93,30.6,,,,,4.0,No,Yes,Yes,N,N,N,,58.0,4.0,15.0,88.0,25.0
190086,NORTHERN LOUISIANA MEDICAL CENTER,2,71270,RUSTON,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,,13.7,12.4,5.54,,1.1,,2.2,0.36,14.1,0.1,5.73,0.86,1.31,12.6,1.57,,17.8,7.5,5.09,1.2429999999999999,0.374,,,,1.6469999999999998,18.0,23.1,22.1,11.6,15.5,19.6,,-20.0,15.6,4.5,1.14,9.4,,,0.6,,12.4,Yes,Yes,Yes,Y,N,N,,100.0,10.0,2.0,58.0,40.0
190088,SPRINGHILL MEDICAL CENTER,4,71075,SPRINGHILL,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Above the national average,Same as the national average,Above the national average,,,,,,,,,0.39,,0.1,,,0.99,10.5,0.22,,14.2,7.9,,,0.457,,,,,15.8,19.9,-1.2,,,19.7,,,14.1,,1.04,31.6,,8.5,,,8.3,Yes,Yes,Yes,Y,N,N,,90.0,2.0,6.0,22.0,22.0
190090,WINN PARISH MEDICAL CENTER,4,71483,WINNFIELD,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Below the national average,,,,,,,,0.39,,0.1,,,0.99,13.6,0.23,,14.8,8.6,,,0.0,,,,,16.7,21.8,-3.7,,,20.6,,,15.4,,1.24,29.5,,4.8,,,,Yes,Yes,Yes,Y,N,N,,96.0,1.0,12.0,48.0,20.0
190098,UNIVERSITY HEALTH SHREVEPORT,2,71103,SHREVEPORT,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,14.2,16.98,7.5,,1.71,148.41,3.8,0.6,16.6,0.1,9.06,0.83,1.57,10.9,0.68,3.1,14.7,7.5,6.45,0.973,1.474,1.4240000000000002,2.148,,1.225,17.2,26.4,33.1,13.0,16.9,21.1,,14.9,16.1,4.5,1.02,14.4,5.1,0.0,0.7,,5.8,Yes,Yes,Yes,Y,N,N,,,8.0,,125.0,37.0
190099,AVOYELLES HOSPITAL,3,71351,MARKSVILLE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,,10.23,4.21,,1.11,,,0.39,,0.1,,,0.93,11.9,0.22,,15.8,6.9,4.7,,,,,,,17.2,23.6,19.3,,,19.5,,,15.5,,1.14,4.9,,6.0,,,9.9,Yes,Yes,Yes,Y,N,N,,96.0,3.0,8.0,51.0,11.0
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4,70508,LAFAYETTE,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average,14.6,7.46,3.02,3.5,0.94,127.48,2.49,0.49,13.9,0.11,5.89,0.79,1.01,12.5,1.16,2.3,15.1,6.0,4.61,2.763,0.701,0.7190000000000001,2.733,,1.42,15.6,22.7,11.4,13.3,16.5,18.3,14.1,-5.5,15.2,4.2,1.06,16.7,,0.6,1.0,44.8,7.0,Yes,Yes,Yes,Y,N,N,,91.0,2.0,0.0,57.0,40.0
190111,WILLIS KNIGHTON MEDICAL CENTER,3,71103,SHREVEPORT,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,14.2,12.19,3.55,1.7,0.7,140.93,2.21,0.47,13.6,0.1,3.24,0.65,0.83,8.6,0.28,2.3,12.5,7.2,3.57,0.642,0.812,0.599,0.625,0.5579999999999999,2.0709999999999997,14.8,20.7,-7.7,10.9,16.9,17.1,13.2,11.2,13.9,3.9,1.07,15.7,4.8,0.1,1.1,42.7,8.2,Yes,Yes,Yes,Y,N,Y,,95.0,5.0,11.0,64.0,40.0
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,4,71040,HOMER,LA,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,,,,,,,,0.39,13.9,0.1,,,0.99,11.7,0.21,,16.6,7.5,,,0.0,,,,,14.2,21.7,6.1,12.8,,19.0,,,15.2,,1.22,11.6,,,0.6,,8.3,Yes,Yes,Yes,Y,N,Y,,,2.0,,54.0,19.0
190116,MOREHOUSE GENERAL HOSPITAL,3,71220,BASTROP,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Below the national average,,,,,,,,0.39,15.9,0.1,,,0.98,14.5,0.22,,18.1,7.9,,,0.0,,,,,15.8,22.0,28.7,12.6,,20.4,,,14.9,,1.0,19.6,,18.9,,,7.6,Yes,Yes,No,Y,N,N,,98.0,4.0,17.0,41.0,27.0
190118,DESOTO REGIONAL HEALTH SYSTEM,5,71052,MANSFIELD,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Below the national average,Above the national average,Same as the national average,,,,,,,,0.39,,0.1,,,0.99,15.0,0.24,,16.1,7.3,,,,,,,,17.7,21.4,-32.3,,,19.7,,,15.0,,1.2,3.0,2.1,,0.0,,9.1,Yes,Yes,Yes,Y,N,N,,75.0,1.0,12.0,60.0,15.0
190125,ST FRANCIS MEDICAL CENTER,3,71201,MONROE,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average,13.7,12.61,4.09,3.1,0.98,125.44,2.65,0.42,12.6,0.09,6.71,0.81,0.99,10.3,0.06,2.1,15.4,9.3,3.93,0.708,0.5379999999999999,0.63,1.273,,0.6559999999999999,16.8,19.7,0.3,12.8,15.7,18.8,12.4,17.1,14.5,4.0,1.03,26.2,6.8,0.0,3.1,43.9,6.2,Yes,Yes,Yes,Y,N,N,,,4.0,,75.0,41.0
190128,WOMAN'S HOSPITAL,4,70817,BATON ROUGE,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Same as the national average,,Same as the national average,Above the national average,,,18.68,4.73,,1.11,,2.84,0.4,,0.1,6.45,0.87,1.21,,0.25,,,,4.58,0.0,0.16399999999999998,,2.175,0.546,0.836,,,,,,,,,15.9,,1.02,3.2,,3.6,,,13.8,Yes,Yes,Yes,Y,N,Y,,,1.0,,,78.0
190144,MINDEN MEDICAL CENTER,4,71055,MINDEN,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,14.4,10.12,4.68,,1.11,,2.23,0.43,12.8,0.1,5.69,0.87,0.95,14.3,0.19,3.8,17.7,9.3,4.62,0.0,0.20199999999999999,,,,,15.8,20.6,-16.2,12.7,16.2,19.4,,-29.0,15.2,5.0,1.02,6.7,,0.4,1.6,48.6,7.7,Yes,Yes,Yes,Y,N,N,,100.0,0.0,2.0,26.0,6.0
190146,EAST JEFFERSON GENERAL HOSPITAL,3,70006,METAIRIE,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,11.7,11.66,4.1,2.7,1.14,127.85,2.0,0.36,12.2,0.09,5.42,0.8,0.91,11.3,0.08,2.4,14.7,7.3,3.78,0.525,0.8909999999999999,1.141,0.534,1.209,0.889,15.3,19.1,-10.4,11.5,15.6,19.4,12.8,-9.4,15.1,4.6,1.0,24.5,3.2,0.0,1.3,35.2,21.3,Yes,Yes,Yes,Y,N,Y,,,1.0,,65.0,33.0
190151,RICHARDSON MEDICAL CENTER,3,71269,RAYVILLE,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,,13.3,4.24,,1.11,,,0.39,,0.1,5.77,,1.02,12.2,0.23,,15.7,7.3,4.68,,,,,,,18.9,23.6,24.8,,,19.4,,,16.4,,1.01,21.2,,,,,2.2,Yes,No,No,Y,N,N,,100.0,3.0,5.0,48.0,3.0
190160,GLENWOOD REGIONAL MEDICAL CENTER,3,71291,WEST MONROE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,13.4,11.64,4.8,3.3,1.34,136.75,2.72,0.35,11.0,0.09,9.57,0.83,1.34,10.1,1.15,2.3,13.7,6.8,4.14,0.946,0.53,0.0,1.334,,1.05,17.7,23.8,13.6,13.8,18.0,19.5,14.7,23.5,15.8,3.8,1.05,36.9,7.7,1.4,2.4,49.4,7.3,Yes,Yes,Yes,Y,N,N,,,3.0,,50.0,21.0
190164,BYRD REGIONAL HOSPITAL,4,71446,LEESVILLE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,,16.43,4.03,,1.11,,2.21,0.38,,0.1,5.57,0.87,1.07,9.8,0.18,2.5,13.8,5.8,4.63,0.0,0.755,,,,,22.4,23.6,34.8,,,21.2,,,16.9,,1.07,16.7,,3.8,2.1,,2.3,Yes,Yes,Yes,Y,N,N,,93.0,2.0,8.0,44.0,16.0
190167,MERCY REGIONAL MEDICAL CENTER,4,70586,VILLE PLATTE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,14.0,10.12,4.4,,1.1,,2.79,0.42,13.1,0.1,5.37,0.86,0.92,11.0,0.15,2.4,12.8,7.3,5.13,0.873,1.48,,,,0.794,17.5,22.3,2.4,12.4,16.0,19.2,,-11.8,14.1,4.3,1.09,5.4,4.3,2.3,2.0,51.9,15.0,Yes,Yes,Yes,Y,N,N,,100.0,1.0,0.0,20.0,9.0
190176,TULANE MEDICAL CENTER,3,70112,NEW ORLEANS,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,13.5,17.5,6.17,,1.5,138.08,2.11,0.39,15.0,0.11,6.76,0.79,1.3,10.0,0.39,2.9,15.2,8.1,4.88,1.903,1.308,2.145,2.394,,2.378,18.7,21.0,-1.5,12.7,17.5,19.4,,21.5,16.4,4.6,0.96,8.7,3.4,0.0,1.5,,15.0,Yes,Yes,Yes,Y,N,N,,,0.0,,26.0,5.0
190177,LAKEVIEW REGIONAL MEDICAL CENTER,3,70433,COVINGTON,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,12.2,12.77,3.72,3.2,1.04,,2.21,0.35,13.1,0.1,4.72,0.86,0.92,11.1,0.15,2.9,13.6,6.7,5.1,1.599,0.8859999999999999,0.0,0.63,,1.521,18.2,22.6,-2.7,13.6,17.0,20.9,14.1,8.8,16.3,4.4,1.02,8.5,1.0,0.8,,,21.5,Yes,Yes,Yes,Y,N,N,,,0.0,,29.0,4.0
190183,LEONARD J CHABERT MEDICAL CENTER,4,70363,HOUMA,LA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,13.3,12.06,4.71,,1.1,,,0.45,,0.1,5.58,0.87,1.0,11.6,0.21,3.2,15.4,7.5,4.58,2.329,0.731,1.5130000000000001,0.9259999999999999,1.768,,16.9,21.5,-5.2,,,19.9,,,15.2,4.1,0.91,3.8,3.6,1.3,,,3.7,No,Yes,Yes,N,N,N,,98.0,3.0,10.0,51.0,21.0
190184,CITIZENS MEDICAL CENTER,5,71418,COLUMBIA,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,0.4,,0.1,,,0.99,10.6,0.24,,13.6,7.8,,,,,,,,16.2,20.8,-2.7,,,19.7,,,16.0,,1.04,16.0,,0.0,,,,Yes,Yes,Yes,Y,N,N,,100.0,2.0,10.0,,24.0
190190,"CALDWELL MEMORIAL HOSPITAL, INC",4,71418,COLUMBIA,LA,Acute Care Hospitals,Proprietary,No,Y,Same as the national average,,Same as the national average,,,,,,,,,,,0.4,,0.1,,,1.0,9.1,0.24,,13.4,6.3,,,,,,,,17.9,21.2,-46.2,,,20.2,,,15.8,,0.82,,,,,,,No,Yes,Yes,N,N,N,,,,,,
190201,LAKE AREA MEDICAL CENTER,4,70605,LAKE CHARLES,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,,13.58,3.84,,1.32,,2.21,0.39,,0.1,6.36,0.86,1.05,11.6,0.22,2.9,15.1,8.1,5.13,,0.355,,,,,16.8,22.9,-17.4,,,20.1,,,15.6,6.7,0.94,8.6,,2.2,,,6.5,Yes,No,No,Y,N,N,,,2.0,,33.0,24.0
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,3,70816,BATON ROUGE,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,14.2,11.63,6.39,,1.08,,2.21,0.36,12.9,0.1,5.91,0.85,1.05,11.8,0.15,3.1,15.6,7.8,4.98,0.0,0.5710000000000001,0.0,1.992,,0.0,15.1,22.1,-25.1,12.9,16.5,19.0,,18.9,15.1,4.5,1.04,33.3,5.6,2.4,1.2,,9.6,Yes,Yes,Yes,Y,N,Y,,93.0,1.0,8.0,50.0,13.0
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",3,70461,SLIDELL,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,13.8,15.1,4.05,,1.1,,2.17,0.47,13.3,0.1,7.0,0.86,1.1,12.1,0.16,2.8,14.2,7.2,4.69,0.0,2.593,1.1520000000000001,1.854,,0.0,16.6,23.7,8.5,13.4,16.4,20.1,,15.4,15.4,4.3,0.99,17.2,4.5,0.4,1.5,,8.7,Yes,Yes,Yes,Y,N,Y,,,1.0,,47.0,16.0
190205,WOMEN'S AND CHILDREN'S HOSPITAL,3,70508,LAFAYETTE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,13.0,14.82,2.46,3.5,1.11,152.39,2.21,0.42,13.4,0.1,7.41,0.85,1.05,10.8,0.11,,14.6,7.7,6.28,,0.0,,,0.0,1.288,16.7,22.5,23.6,12.9,16.2,20.4,13.7,-17.6,15.5,,1.02,3.4,,,,,26.3,Yes,Yes,Yes,Y,N,N,,100.0,1.0,13.0,38.0,7.0
190208,EAST CARROLL PARISH HOSPITAL,4,71254,LAKE PROVIDENCE,LA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,,,,,,,,0.4,,0.1,,,1.0,11.1,0.25,,13.9,7.0,,,,,,,,15.2,21.6,-21.0,,,20.0,,,15.6,,0.87,,,,0.0,,,No,Yes,Yes,N,N,N,,67.0,3.0,26.0,56.0,25.0
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,4,71111,BOSSIER CITY,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,14.3,20.08,3.1,,1.05,158.8,2.14,0.38,15.4,0.1,5.08,0.82,1.08,9.0,0.09,2.3,15.2,6.5,4.88,1.167,1.1159999999999999,1.246,1.7730000000000001,0.0,3.514,15.9,22.7,-3.7,10.8,16.6,18.1,,7.2,14.7,4.0,1.18,15.4,,0.4,1.2,33.8,7.2,Yes,Yes,Yes,Y,N,Y,,,4.0,,46.0,35.0
190242,ST ELIZABETH HOSPITAL,4,70737,GONZALES,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,,17.88,5.34,,1.11,,,0.45,,0.1,5.64,,1.18,13.4,0.2,2.7,16.9,8.4,4.67,,1.982,0.9129999999999999,,,,16.0,21.7,28.9,,,18.6,,,14.1,4.8,1.12,6.9,,1.5,0.5,,11.9,Yes,Yes,Yes,Y,N,Y,,96.0,1.0,12.0,60.0,26.0
190245,MONROE SURGICAL HOSPITAL,5,71201,MONROE,LA,Acute Care Hospitals,Proprietary,No,Y,,,,Same as the national average,,Below the national average,,11.65,4.1,,1.11,,2.23,0.4,,0.1,5.46,0.87,0.96,,0.25,,,,4.63,,,0.0,,,,,,,,,,,,14.9,,0.9,41.1,5.3,2.8,,,14.0,Yes,Yes,Yes,Y,N,N,,,,,,
190246,P & S SURGICAL HOSPITAL,5,71201,MONROE,LA,Acute Care Hospitals,Physician,No,Y,,,,,,,,10.63,4.03,,1.11,,,0.39,,0.1,5.78,,0.94,,0.25,2.3,,,4.7,,,,,,,,,,,,,,,14.9,3.9,1.13,,,,,,,Yes,Yes,Yes,Y,Y,Y,,,,,,
190250,LOUISIANA HEART HOSPITAL,4,70445,LACOMBE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,11.6,10.61,3.74,2.3,1.16,,,0.36,14.1,0.1,4.97,0.86,0.87,10.2,0.15,2.8,16.0,8.4,4.35,0.643,0.237,,,,0.35100000000000003,16.5,20.1,-11.9,11.7,15.7,18.7,14.8,-23.7,14.8,4.5,0.97,15.3,5.7,2.1,,,,Yes,Yes,Yes,Y,N,N,,,0.0,,56.0,23.0
190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,5,70810,BATON ROUGE,LA,Acute Care Hospitals,Physician,No,Y,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Y,N,N,,,,,,
190255,PARK PLACE SURGICAL HOSPITAL,5,70508,LAFAYETTE,LA,Acute Care Hospitals,Proprietary,No,,,,,Below the national average,,,,10.91,4.1,,1.12,,,0.4,,,5.76,,0.96,,,2.4,,,4.74,,,,,,,,,,,,,,,15.1,4.1,0.87,,,,,,,Yes,No,No,Y,N,N,,,,,,
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,5,70508,LAFAYETTE,LA,Acute Care Hospitals,Physician,No,Y,,,,,,,,8.92,4.49,,1.11,,,0.39,,,5.53,,0.92,,0.25,2.5,,,5.25,,,,,,,,,,,,,,,14.5,4.3,1.05,,,,,56.0,4.0,Yes,Yes,Yes,Y,N,N,,,,,,
190263,HEART HOSPITAL OF LAFAYETTE,5,70508,LAFAYETTE,LA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,16.2,10.94,4.46,5.2,1.13,,,0.36,,0.12,5.63,,0.95,13.7,0.2,,17.9,,4.64,,1.115,,,,,17.0,21.4,-18.7,,14.7,,12.9,-15.2,14.5,,0.93,,,0.0,,,,Yes,No,No,N,N,N,,,0.0,,,6.0
190266,THE SPINE HOSPITAL OF LOUISIANA,5,70810,BATON ROUGE,LA,Acute Care Hospitals,Proprietary,No,Y,,,,,,,,8.85,3.9,,1.11,,,0.39,,,5.58,,0.88,,0.25,,,,4.54,,,,,,,,,,,,,,,14.9,,1.04,,,,0.9,,,Yes,Yes,Yes,Y,N,N,,,,,,
190270,SOUTHERN SURGICAL HOSPITAL,5,70458,SLIDELL,LA,Acute Care Hospitals,Physician,No,Y,,,,,,,,12.78,3.78,,1.31,,2.25,0.39,,0.1,6.88,0.86,1.05,,0.24,3.0,,,4.75,,,,,,,,,,,,,,,15.7,4.2,0.97,,,,,,,Yes,Yes,Yes,Y,N,N,,,,,,
190274,OCHSNER MEDICAL CENTER-KENNER,3,70065,KENNER,LA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,13.2,16.05,5.25,,1.27,138.89,2.16,0.43,15.2,0.1,6.74,0.85,1.16,11.8,0.16,2.6,16.3,7.8,4.18,1.344,1.787,1.12,1.341,,0.0,19.3,23.3,34.6,12.0,18.0,19.0,,52.7,15.9,4.4,0.98,25.7,5.4,11.4,1.0,,6.1,Yes,Yes,Yes,Y,N,Y,,,2.0,,38.0,20.0
190278,SPECIALISTS HOSPITAL SHREVEPORT,5,71101,SHREVEPORT,LA,Acute Care Hospitals,Physician,No,Y,,,,,,,,6.9,3.75,,1.1,,,0.38,,,5.26,,0.81,,0.24,2.1,,,4.46,,,,,,,,,,,,,,,15.3,4.7,0.99,,,,,,,Yes,No,Yes,Y,N,N,,,,,,
190297,DOCTORS HOSPITAL AT DEER CREEK L L C,4,71446,LEESVILLE,LA,Acute Care Hospitals,Proprietary,No,Y,,,Same as the national average,,,,,,4.7,,,,,0.39,,0.1,,,1.01,,0.24,3.5,15.3,7.7,4.71,,,,,,,16.6,,,,,19.7,,,15.9,5.0,1.43,23.2,,,,,,Yes,No,No,Y,N,N,,,,,,
