Summary star rating,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,OP_12,SM_PART_NURSE,OP_17,SM_PART_GEN_SURG,SM_SS_CHECK,OP_25,MORT_30_PN,PSI_11_POST_RESP,PSI_6_IAT_PTX,PSI_13_POST_SEPSIS,COMP_HIP_KNEE,PSI_3_ULCER,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,MORT_30_STK,PSI_14_POSTOP_DEHIS,MORT_30_HF,PSI_90_SAFETY,PSI_15_ACC_LAC,MORT_30_COPD,PSI_8_POST_HIP,MORT_30_AMI,PSI_4_SURG_COMP,PSI_9_POST_HEM,HAI_1_SIR,HAI_3_SIR,HAI_2_SIR,HAI_4_SIR,HAI_5_SIR,HAI_6_SIR,EDAC_30_AMI,READM_30_AMI,EDAC_30_HF,READM_30_CABG,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,READM_30_COPD,READM_30_STK,READM_30_HF,READM_30_PN,MSPB_1,OP_10,OP_8,OP_13,OP_9,OP_14,OP_11,OP_20,OP_21,OP_22,OP_5,OP_4
2,NY,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.0,10.02,0.41,6.8,2.8,0.15,4.17,,1.1,,2.75,12.8,0.96,1.29,10.7,0.1,13.8,,4.42,1.85,0.0,0.732,,0.693,1.1909999999999998,6.1,15.0,14.9,,15.3,4.3,19.8,,22.0,16.1,0.99,9.9,,2.6,9.9,1.7,7.5,34.0,65.0,1.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,15.3,10.04,0.36,5.4,2.8,0.52,5.18,,1.1,13.7,2.13,11.3,1.0,0.85,7.6,0.09,12.0,138.13,4.42,1.612,0.569,0.742,,0.568,1.042,39.6,16.0,41.2,,16.0,4.3,22.0,12.5,23.1,18.7,1.08,2.0,,,22.4,2.1,0.3,20.0,53.0,0.0,4.0,97.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.7,12.5,0.23,7.4,3.0,0.18,5.29,2.0,0.71,14.3,1.67,8.9,1.07,1.01,7.6,0.11,12.1,131.38,5.92,0.479,1.15,0.7090000000000001,0.0,0.794,0.715,54.2,18.6,43.5,15.1,16.6,3.8,19.9,13.7,22.6,19.2,1.0,8.3,35.8,5.7,36.0,1.7,0.2,23.0,45.0,1.0,14.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.4,10.6,0.46,5.53,2.7,0.11,6.73,,1.08,14.5,2.14,13.1,1.02,0.85,7.2,0.11,13.4,159.85,4.13,2.854,0.789,0.0,,1.379,1.078,11.5,16.8,34.9,,16.2,4.0,19.1,15.0,24.4,19.8,1.03,3.5,,,10.3,2.0,0.3,45.0,66.0,2.0,5.0,99.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,No,N,Y,Yes,13.7,,0.39,,,0.24,,,,,,12.9,1.0,,8.5,0.1,,,,,,,,,0.44,,,-7.4,,15.1,,19.5,,21.4,18.3,0.95,2.9,51.9,,,1.0,0.0,30.0,64.0,1.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.2,,0.39,,,0.24,,,,,,11.9,1.0,,7.9,0.1,,,,,,,,,,,,-5.7,,15.5,,20.7,,22.6,19.5,0.98,6.8,,1.9,2.1,,1.5,7.0,32.0,1.0,8.0,92.0
4,NY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.7,9.4,0.38,5.51,3.1,0.2,3.9,,1.11,,2.17,17.5,0.88,0.86,11.3,0.1,,,4.56,,1.842,0.6729999999999999,0.0,,0.609,,,47.1,,15.0,4.4,18.6,,21.2,18.0,0.9,5.8,,1.9,8.5,5.5,2.0,21.0,49.0,2.0,8.0,97.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,13.4,10.46,0.43,6.88,3.0,0.54,6.94,2.4,1.14,12.3,1.82,8.2,1.17,0.74,7.6,0.11,12.1,142.42,4.61,0.524,1.279,1.16,0.0,0.759,0.703,16.5,16.1,66.8,13.6,16.3,3.9,19.5,12.7,24.9,17.4,0.99,5.0,,9.0,60.2,2.9,0.6,16.0,84.0,1.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,12.2,11.12,0.5,6.19,2.6,0.08,3.45,2.3,1.22,14.6,2.95,10.3,0.96,1.48,7.8,0.09,10.9,127.27,5.68,0.957,1.165,1.406,1.861,0.392,0.7909999999999999,36.2,17.4,81.6,15.7,16.4,4.2,22.1,11.9,23.9,17.3,0.92,7.3,42.4,4.1,3.6,1.3,0.8,18.0,22.0,1.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.3,7.19,0.3,5.94,2.1,0.06,3.37,,0.99,16.7,1.98,12.2,0.77,0.79,8.1,0.09,11.5,151.32,4.39,1.122,1.087,1.185,,1.116,1.3430000000000002,19.5,16.2,39.6,,16.1,5.0,22.0,13.1,24.5,19.9,1.08,2.5,26.7,1.1,25.2,1.6,1.0,17.0,46.0,0.0,7.0,
2,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.3,10.5,0.41,5.69,,0.44,7.63,,1.11,15.2,2.82,10.1,1.14,0.86,6.8,0.11,12.8,129.43,4.96,1.744,1.143,0.645,,1.169,1.037,45.5,16.8,46.0,,15.7,,20.1,12.6,23.9,17.0,1.0,18.0,,,3.4,1.1,13.1,112.0,46.0,10.0,21.0,86.0
1,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,17.5,,0.36,,,0.13,5.5,,,14.3,2.23,10.3,1.1,0.87,7.5,0.1,14.1,,4.5,2.987,3.4360000000000004,1.689,,0.941,0.568,38.1,17.0,49.3,,16.5,,21.3,12.1,21.4,19.3,1.02,3.4,,,,,,105.0,36.0,3.0,21.0,91.0
5,NY,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.7,,0.4,,2.7,0.24,4.25,,,,,12.8,0.99,,9.3,0.1,,,4.76,,,,,,,,,1.4,,15.2,5.0,19.0,,21.9,16.2,0.96,11.7,,8.6,7.6,1.0,2.9,21.0,66.0,1.0,8.0,87.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,Y,Y,Yes,13.9,11.48,0.37,5.66,2.7,0.15,3.75,,1.11,,,10.8,0.94,0.87,8.2,0.12,13.8,,5.21,,,0.715,,,0.0,27.4,16.2,16.5,,15.0,4.0,22.0,,22.2,17.0,0.92,4.9,36.1,,7.8,1.3,1.3,13.0,37.0,0.0,10.0,97.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.6,13.7,0.37,6.53,3.2,0.39,4.51,3.2,1.17,14.7,2.61,13.2,1.11,0.81,7.9,0.1,11.8,144.0,4.98,0.76,1.467,0.19,,0.536,0.74,13.5,16.5,19.1,13.1,16.2,4.4,19.4,11.5,20.4,16.8,0.96,5.4,43.9,3.1,7.0,0.3,0.2,13.0,42.0,1.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,14.8,13.46,0.49,5.22,2.3,0.48,3.17,2.2,1.01,11.4,2.41,11.5,1.02,0.74,6.7,0.1,10.7,156.84,5.62,0.969,1.199,1.564,1.693,0.736,0.989,-5.6,14.9,26.5,11.0,16.0,4.3,19.9,11.8,22.9,19.9,0.96,0.9,,2.1,,1.6,0.0,30.0,78.0,4.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.3,12.31,0.38,7.52,2.9,0.08,4.67,,1.3,12.6,2.68,10.2,1.06,0.83,6.9,0.09,11.6,128.78,4.14,1.633,0.392,3.3,,1.524,1.146,7.4,15.4,58.0,,15.2,4.4,21.1,14.3,22.2,18.0,1.08,5.9,,,27.1,4.8,6.3,41.0,58.0,1.0,5.0,
3,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,No,N,No,N,Y,Yes,16.7,,0.39,,,0.23,4.24,,,,,12.9,0.98,,8.1,0.1,,,5.08,,,,,,,63.2,16.3,-9.0,,14.7,,18.8,,21.2,16.4,0.84,12.5,,,13.8,0.5,1.5,20.0,26.0,1.0,4.0,97.0
2,NY,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,17.8,20.33,0.42,4.43,2.5,0.08,3.52,3.1,1.2,14.5,2.06,11.7,1.09,0.82,10.0,0.13,14.2,136.09,4.53,0.589,1.94,0.843,,0.84,0.763,-5.9,14.8,7.4,13.4,15.1,3.7,19.2,12.4,20.6,17.1,0.95,1.8,,,13.1,2.1,3.8,34.0,57.0,3.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Yes,N,Yes,Y,Y,Yes,16.9,12.09,0.63,5.84,2.7,0.12,5.33,,1.09,17.5,2.73,13.8,1.04,0.84,8.0,0.1,16.0,,4.23,0.339,0.0,1.6969999999999998,,0.0,0.669,42.2,15.8,33.2,,15.0,3.8,20.8,12.0,20.9,18.1,0.94,31.1,37.5,,5.7,2.0,0.0,34.0,50.0,1.0,10.0,99.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.2,12.22,0.4,9.51,2.2,1.21,4.11,3.2,1.52,12.2,2.03,10.5,1.35,0.82,6.4,0.11,14.0,144.39,4.3,0.76,0.314,1.018,,0.638,1.187,9.9,16.3,43.4,14.1,16.4,3.6,20.3,13.5,24.7,17.9,1.05,3.4,,,44.8,1.8,0.5,33.0,63.0,1.0,10.0,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,No,Y,No,Y,Y,Yes,17.2,15.83,0.48,8.86,3.6,0.34,9.48,4.2,1.17,11.4,2.59,12.4,1.47,0.79,8.0,0.09,14.1,185.81,4.6,0.6859999999999999,1.41,0.914,,1.215,0.986,15.3,17.3,37.1,13.6,17.2,4.5,21.9,14.8,22.2,17.5,1.03,4.9,39.2,7.4,9.7,1.4,1.5,19.0,62.0,1.0,,
4,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.5,12.12,0.34,7.0,3.1,0.67,3.81,,1.27,11.7,2.13,11.4,1.1,0.83,6.7,0.1,12.6,151.77,4.36,1.025,0.7120000000000001,0.8759999999999999,2.53,0.0,0.979,42.1,15.9,32.0,,16.2,4.5,20.8,11.2,22.8,19.0,0.97,7.8,,4.5,53.0,1.0,0.4,13.0,43.0,0.0,4.0,100.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.6,9.53,0.43,5.72,,0.19,3.93,,1.11,14.7,2.23,13.1,0.9,0.87,8.1,0.1,15.4,,4.62,,1.925,2.048,,0.7170000000000001,1.163,99.3,17.1,35.3,,15.8,,20.1,11.6,23.1,18.2,0.95,5.2,,6.1,5.7,,0.0,20.0,70.0,3.0,8.0,97.0
4,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.5,12.56,0.34,8.49,3.3,0.43,4.08,,1.07,13.8,2.12,14.8,1.13,0.84,9.0,0.1,13.8,142.14,4.37,0.125,0.519,0.715,1.246,0.409,0.7390000000000001,-38.3,16.5,8.2,,14.8,4.7,20.2,12.5,19.5,15.1,0.94,7.5,,5.3,11.4,1.4,0.0,17.0,74.0,3.0,15.0,94.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,13.4,12.49,0.48,6.84,2.4,0.46,7.41,2.2,1.34,12.9,2.81,10.2,1.27,1.11,7.1,0.08,12.8,175.06,6.02,0.6759999999999999,0.488,1.422,2.616,0.675,0.916,51.5,17.8,52.0,15.2,15.4,4.8,21.0,13.7,22.4,16.7,1.02,1.5,,,45.4,1.8,0.0,68.0,72.0,3.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,13.2,10.34,0.49,7.25,2.4,0.76,5.08,2.5,1.18,12.0,2.51,8.9,1.15,0.76,7.6,0.11,11.3,130.29,4.13,1.67,1.036,0.767,0.0,0.8590000000000001,0.405,46.5,17.6,81.7,13.5,16.9,3.8,21.4,13.8,25.5,19.2,1.03,7.8,,4.6,10.2,1.6,0.4,20.0,52.0,1.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,12.4,10.69,0.37,5.74,,0.16,3.93,,1.12,16.1,2.21,8.5,0.92,0.86,7.6,0.1,12.4,,4.67,,,0.0,,,0.388,,,25.7,,16.3,,19.2,11.9,23.4,19.2,0.88,3.8,,3.0,8.3,1.3,0.0,17.0,49.0,1.0,10.0,99.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.6,12.56,0.42,6.07,3.0,0.49,4.49,,1.09,14.1,2.17,12.7,1.08,0.85,9.1,0.1,12.9,,5.26,0.311,0.314,2.8160000000000003,,0.0,0.446,21.7,16.0,20.8,,14.9,4.8,20.3,11.6,20.8,16.2,0.97,2.7,,6.7,14.6,,0.0,50.0,80.0,3.0,9.0,92.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.5,,0.36,,2.5,0.17,3.75,,,13.7,2.21,13.8,0.96,0.86,8.8,0.1,12.8,,4.53,,,0.446,,2.925,1.069,57.8,17.0,31.1,,16.1,4.2,18.4,13.4,23.6,18.3,1.1,9.6,30.9,,22.7,1.0,0.4,7.0,41.0,0.0,,
4,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,12.6,9.29,0.36,6.05,2.7,0.58,3.68,2.6,1.32,11.9,2.48,9.7,0.99,0.77,7.6,0.08,11.8,137.1,5.9,0.613,1.788,0.746,,2.645,1.061,20.1,15.7,58.8,14.3,15.1,3.4,20.6,13.4,22.0,16.8,1.02,1.8,,6.0,64.4,1.4,1.1,41.0,96.0,1.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,15.7,12.05,0.4,5.94,2.7,0.11,5.8,,1.09,14.9,2.18,12.4,1.03,0.86,7.9,0.11,13.1,,4.66,1.816,0.0,2.027,,2.865,0.918,57.8,16.8,66.4,,15.4,3.9,18.5,12.5,23.6,20.0,1.0,0.8,,,15.0,,0.0,22.0,61.0,1.0,9.0,100.0
4,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,10.4,20.47,0.4,5.67,2.4,0.63,3.59,,1.04,10.2,3.24,9.0,1.27,1.24,6.0,0.09,12.7,144.5,5.95,0.705,1.13,0.905,,0.0,1.234,41.2,16.7,59.6,,17.0,5.1,21.9,11.5,22.4,19.4,1.04,2.7,,6.7,55.7,2.1,0.0,22.0,46.0,1.0,8.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.0,15.01,0.43,7.36,2.7,0.18,3.75,,1.11,14.1,2.22,11.7,1.1,0.87,8.7,0.1,13.3,,4.56,1.0490000000000002,,0.0,,4.0760000000000005,0.384,-25.5,15.9,-4.0,,15.1,4.4,18.1,11.9,20.5,16.3,0.94,4.3,,3.9,14.3,,0.4,32.0,62.0,1.0,8.0,97.0
4,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,16.9,7.9,0.42,6.54,2.3,0.88,2.92,,1.05,16.8,2.08,12.6,0.99,0.83,9.3,0.1,13.2,148.96,5.05,0.625,0.3720000000000001,0.38,,1.713,0.713,-11.0,14.7,11.6,,15.5,3.7,19.4,12.4,22.4,15.9,0.99,2.6,,5.7,13.4,2.0,0.0,30.0,60.0,4.0,12.0,95.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,No,Y,Yes,N,Y,Yes,19.5,10.21,0.39,6.36,3.0,0.85,3.96,,1.11,17.6,2.22,12.3,1.07,0.86,8.4,0.13,12.8,149.22,4.29,1.236,1.587,1.87,0.0,1.719,1.035,48.2,17.0,107.5,,17.3,4.8,19.8,12.5,22.9,20.5,1.12,6.9,,,23.5,,1.6,54.0,69.0,1.0,18.0,92.0
1,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,12.6,11.05,0.53,5.84,2.3,0.71,4.06,2.8,1.06,9.6,2.0,8.1,1.08,1.16,6.6,0.1,9.8,148.08,6.11,1.711,0.7490000000000001,0.606,0.325,0.847,0.5920000000000001,5.0,14.5,62.1,13.5,17.2,4.2,19.0,15.0,23.7,19.9,1.04,2.3,,6.1,23.1,2.6,2.5,44.0,73.0,3.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,14.4,19.59,0.32,9.05,3.0,0.18,6.34,2.8,0.88,10.8,1.94,10.7,1.39,1.16,6.9,0.1,13.1,104.94,5.37,0.821,0.959,0.861,2.437,1.279,0.902,32.1,17.0,59.4,14.9,17.3,5.2,21.7,12.2,26.0,19.5,1.02,0.8,,7.7,,1.6,0.0,38.0,71.0,3.0,8.0,98.0
2,NY,Acute Care Hospitals,Government - Local,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.4,,0.41,,,2.12,7.64,,,14.3,2.2,8.7,1.51,0.86,7.9,0.11,12.5,159.63,5.48,2.633,,1.714,,1.625,1.182,141.1,17.5,56.7,,17.3,,20.6,13.4,23.6,19.3,1.09,0.8,,,,7.1,,53.0,68.0,4.0,22.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,12.0,14.26,0.37,5.4,3.8,0.17,4.77,,1.1,15.4,2.16,10.9,1.03,0.86,7.2,0.1,12.3,,4.53,,0.745,0.96,,,1.5319999999999998,28.8,16.4,14.5,,16.0,4.8,18.2,12.5,21.0,17.2,0.81,10.0,31.8,5.9,7.0,,1.4,27.0,54.0,1.0,9.0,99.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,15.0,12.81,0.35,6.81,3.1,0.07,6.2,,1.04,13.3,2.57,12.9,1.09,0.8,8.1,0.11,15.1,153.18,4.36,0.687,1.844,0.966,1.64,0.269,0.742,5.3,16.0,63.5,,15.8,4.1,21.7,14.1,22.9,18.1,1.03,2.4,,5.4,65.2,0.8,0.0,45.0,52.0,2.0,0.0,100.0
2,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,16.2,,0.38,,,0.21,4.84,,,,,10.7,1.12,,7.5,0.1,12.8,,5.68,1.139,0.96,0.249,,0.474,0.198,,,22.6,,17.6,,21.1,,22.5,18.1,0.89,4.0,,,,,,47.0,50.0,4.0,14.0,100.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,,Yes,N,Yes,N,Y,Yes,14.5,,0.49,,,0.98,7.17,,,12.3,2.23,9.5,1.27,0.87,6.2,0.13,12.5,,4.36,2.276,0.0,0.418,,0.308,1.319,5.0,15.9,83.3,,17.4,,21.9,13.9,25.0,20.1,1.13,4.0,,,8.3,,0.8,35.0,101.0,1.0,,
1,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,14.4,14.12,0.36,6.32,,0.86,7.42,,1.1,13.1,2.23,11.6,1.32,1.31,7.5,0.1,13.7,,4.66,0.92,1.112,1.5630000000000002,,0.787,0.319,10.0,16.3,105.5,,17.4,,20.6,12.3,26.5,17.6,0.89,0.0,,,,,0.0,101.0,48.0,7.0,22.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,No,N,Y,Yes,15.8,9.11,0.46,6.58,2.8,0.62,5.38,,0.98,14.6,2.01,12.4,1.08,0.79,8.5,0.09,14.4,152.36,5.47,1.208,1.761,0.649,0.7490000000000001,1.844,0.622,32.1,16.1,18.1,,15.9,5.3,18.8,12.9,22.4,18.9,0.96,3.0,,5.1,5.8,2.0,0.0,30.0,59.0,1.0,,
2,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,19.1,13.53,0.35,5.13,,1.96,4.48,,1.1,17.3,2.2,10.3,1.34,0.86,7.7,0.1,15.6,146.59,4.62,1.355,0.963,1.771,,0.868,0.767,11.3,16.3,36.7,,16.3,,21.1,12.5,21.3,18.2,0.92,4.1,,,,11.4,0.0,63.0,40.0,5.0,,
4,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.7,10.23,0.43,5.7,2.5,1.42,4.5,,1.11,13.8,,13.4,1.19,,7.3,0.1,12.7,,5.02,,,,,,2.4090000000000003,5.1,16.2,69.7,,16.2,5.1,21.7,,23.7,17.5,1.03,4.6,,3.8,9.0,0.8,0.0,9.0,42.0,0.0,4.0,96.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.9,9.73,0.32,5.85,3.2,0.33,3.34,,1.08,12.0,2.17,8.9,0.9,0.85,8.3,0.11,12.8,136.11,4.78,0.831,0.767,1.518,,2.1180000000000003,0.8440000000000001,75.9,16.0,55.2,,16.6,5.2,20.8,12.4,24.9,20.6,1.01,9.4,32.8,7.0,28.3,2.5,1.0,28.0,64.0,1.0,6.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,18.0,13.25,0.38,5.73,3.0,0.18,5.38,,1.1,14.3,,10.5,1.05,,9.0,0.1,13.5,,4.67,0.8809999999999999,,0.0,,,1.281,14.4,16.4,-7.3,,15.6,4.1,19.2,12.1,21.5,16.7,0.86,1.3,,5.2,9.2,,0.8,17.0,43.0,1.0,7.0,97.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,10.6,6.72,0.37,3.07,3.0,1.15,6.07,2.6,0.64,9.9,1.83,7.6,0.93,0.7,7.0,0.09,12.4,124.69,3.06,1.393,1.832,0.716,1.152,0.7809999999999999,1.38,7.1,15.3,32.9,10.9,14.5,3.8,19.7,13.3,21.5,17.5,1.01,1.8,32.0,7.1,21.3,2.7,0.0,14.0,48.0,0.0,10.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.0,12.59,0.37,5.66,,0.18,5.1,,1.11,14.2,2.21,14.2,1.02,0.86,8.8,0.1,13.4,,4.94,,,,,,1.66,-40.3,15.5,40.9,,16.7,,21.6,12.0,24.6,19.7,0.96,9.3,,4.3,11.1,1.7,1.7,53.0,80.0,1.0,10.0,97.0
